tenantId,project,repository,branch,commitId,tool,reportType,ruleId,ruleName,severity,type,status,issueKey,filePath,line,introducedAt,fixedAt,tags,owner,metadata
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,develop,674a286,sonarqube,vulnerability,squid:S2076,OS Command injection medium,low,vulnerability,resolved,SONAR-14,src/utils.js,34,2025-10-06T11:38:28.109Z,2025-10-05T02:04:53.303Z,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#114""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,b1aeea0,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,critical,bug,resolved,LINT-15,src/app.js,35,2025-10-06T12:00:48.596Z,2025-10-08T09:22:54.327Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#115""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,217cfa6,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,resolved,LINT-16,src/utils.js,36,2025-10-07T18:15:40.718Z,2025-10-09T17:01:17.133Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#116""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,ae9158c,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,resolved,LINT-17,src/controller.js,37,2025-10-09T03:15:07.623Z,2025-10-10T11:13:13.318Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#117""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,83f64e3,eslint,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,open,LINT-18,src/utils.js,38,2025-10-08T18:08:08.500Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#118""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,870201f,eslint,code_smell,squid:S106,Standard outputs should not be used,medium,code_smell,open,LINT-19,src/app.js,39,2025-10-07T21:41:55.349Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#119""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,cf348ba,eslint,code_smell,squid:S106,Standard outputs should not be used,low,code_smell,open,LINT-20,src/utils.js,40,2025-10-08T16:59:49.809Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#120""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,4d38632,eslint,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,open,LINT-21,src/app.js,41,2025-10-06T01:54:08.868Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#121""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,1f105ae,semgrep,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,resolved,LINT-22,src/app.js,42,2025-10-05T02:40:47.968Z,2025-10-08T11:44:40.959Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#122""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,2931154,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,resolved,LINT-23,src/utils.js,43,2025-10-06T19:29:35.021Z,2025-10-10T18:34:47.080Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#123""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,release,61b30ef,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,low,bug,open,SONAR-24,src/app.js,44,2025-10-10T09:13:25.453Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#124""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,b2ac0d5,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,open,LINT-25,src/index.ts,45,2025-10-09T22:06:50.924Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#125""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,release,570ac7e,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,medium,bug,open,LINT-26,src/app.js,46,2025-10-04T20:07:25.437Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#126""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,885c364,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,low,bug,open,LINT-27,src/app.js,47,2025-10-05T05:51:20.625Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#127""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,cb4890a,eslint,code_smell,squid:S106,Standard outputs should not be used,medium,code_smell,resolved,LINT-28,src/utils.js,48,2025-10-11T07:28:39.386Z,2025-10-06T09:57:32.392Z,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#128""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,2275a1c,sonarqube,vulnerability,squid:S2076,OS Command injection medium,low,vulnerability,open,SONAR-29,src/utils.js,49,2025-10-08T07:08:29.697Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#129""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,73ffb80,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,open,LINT-30,src/utils.js,50,2025-10-04T21:05:04.977Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#130""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,release,336961f,eslint,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,resolved,LINT-31,src/controller.js,51,2025-10-07T13:39:29.164Z,2025-10-09T10:08:47.513Z,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#131""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,develop,daeed26,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,medium,bug,resolved,LINT-32,src/app.js,52,2025-10-08T12:06:50.163Z,2025-10-04T13:02:36.796Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#132""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,develop,adca378,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,resolved,SONAR-33,src/app.js,53,2025-10-05T12:28:32.566Z,2025-10-09T06:15:42.566Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#133""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,7d46c8d,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,resolved,LINT-34,src/utils.js,54,2025-10-04T22:17:08.825Z,2025-10-07T06:32:11.154Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#134""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,309b2b1,sonarqube,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,resolved,SONAR-35,src/utils.js,55,2025-10-08T16:33:27.719Z,2025-10-09T01:28:30.905Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#135""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,8acc4a5,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,open,SONAR-36,src/app.js,56,2025-10-06T21:23:35.117Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#136""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,9b6bfea,sonarqube,vulnerability,squid:S2076,OS Command injection medium,low,vulnerability,open,SONAR-37,src/utils.js,57,2025-10-09T07:21:18.210Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#137""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,c98319b,semgrep,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,resolved,LINT-38,src/app.js,58,2025-10-06T03:23:29.178Z,2025-10-05T21:24:43.201Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#138""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,b7eea09,eslint,vulnerability,squid:S2076,OS Command injection medium,low,vulnerability,open,LINT-39,src/app.js,59,2025-10-06T10:38:24.193Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#139""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,38d8be8,semgrep,vulnerability,squid:S2076,OS Command injection medium,critical,vulnerability,resolved,LINT-40,src/app.js,60,2025-10-04T23:51:46.514Z,2025-10-05T14:25:13.374Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#140""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,c44f970,sonarqube,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,open,SONAR-41,src/app.js,61,2025-10-04T22:20:43.070Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#141""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,4b4ff42,semgrep,code_smell,squid:S106,Standard outputs should not be used,critical,code_smell,open,LINT-42,src/utils.js,62,2025-10-04T13:15:11.815Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#142""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,f2fecee,sonarqube,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,open,SONAR-43,src/controller.js,63,2025-10-06T05:30:24.189Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#143""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,release,a58986a,sonarqube,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,open,SONAR-44,src/index.ts,64,2025-10-09T14:40:12.213Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#144""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,0a4711e,semgrep,vulnerability,squid:S2076,OS Command injection medium,low,vulnerability,open,LINT-45,src/app.js,65,2025-10-06T01:40:37.891Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#145""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,develop,a18c099,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,open,SONAR-46,src/utils.js,66,2025-10-07T04:57:05.936Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#146""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,d1f8d05,semgrep,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,resolved,LINT-47,src/index.ts,67,2025-10-08T00:15:37.448Z,2025-10-09T11:50:11.604Z,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#147""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,aef9e84,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,open,LINT-48,src/app.js,68,2025-10-11T01:09:50.178Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#148""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,aa9af96,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,medium,bug,resolved,LINT-49,src/controller.js,69,2025-10-09T23:32:06.569Z,2025-10-05T14:12:04.450Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#149""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,release,5ee5540,sonarqube,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,open,SONAR-50,src/controller.js,70,2025-10-10T09:41:09.999Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#150""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,016b4d8,eslint,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,open,LINT-51,src/app.js,71,2025-10-11T01:26:12.259Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#151""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,f01f214,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,low,bug,open,SONAR-52,src/app.js,72,2025-10-07T08:36:54.853Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#152""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,c97a343,eslint,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,open,LINT-53,src/controller.js,73,2025-10-07T14:37:14.819Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#153""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,eac0a14,eslint,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,resolved,LINT-54,src/controller.js,74,2025-10-10T17:15:06.058Z,2025-10-09T00:30:18.310Z,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#154""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,develop,9ddf33f,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,resolved,LINT-55,src/utils.js,75,2025-10-09T21:54:33.613Z,2025-10-07T20:59:46.255Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#155""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,0692b05,eslint,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,open,LINT-56,src/utils.js,76,2025-10-08T09:13:18.965Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#156""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,develop,78d5573,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,medium,bug,open,SONAR-57,src/utils.js,77,2025-10-06T22:26:05.124Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#157""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,develop,904c834,sonarqube,code_smell,squid:S106,Standard outputs should not be used,high,code_smell,open,SONAR-58,src/index.ts,78,2025-10-06T14:07:45.198Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#158""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,ba8724c,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,medium,bug,resolved,LINT-59,src/utils.js,79,2025-10-07T07:36:37.162Z,2025-10-06T00:31:08.847Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#159""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,de9831f,sonarqube,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,resolved,SONAR-60,src/index.ts,80,2025-10-09T06:47:38.791Z,2025-10-07T07:02:17.626Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#160""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,f6e444a,sonarqube,code_smell,squid:S106,Standard outputs should not be used,critical,code_smell,resolved,SONAR-61,src/controller.js,81,2025-10-07T04:22:55.005Z,2025-10-08T14:19:23.465Z,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#161""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,3e50005,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,resolved,LINT-62,src/controller.js,82,2025-10-09T04:56:48.672Z,2025-10-08T19:53:10.311Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#162""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,develop,8dd06e1,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,open,LINT-63,src/utils.js,83,2025-10-07T11:41:17.159Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#163""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,738edad,eslint,code_smell,squid:S106,Standard outputs should not be used,critical,code_smell,open,LINT-64,src/index.ts,84,2025-10-11T08:28:27.587Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#164""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,release,b341a5e,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,resolved,LINT-65,src/app.js,85,2025-10-09T13:05:51.006Z,2025-10-10T02:12:39.454Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#165""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,release,d54e201,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,medium,bug,resolved,LINT-66,src/app.js,86,2025-10-09T21:06:30.605Z,2025-10-10T19:10:53.412Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#166""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,release,9234584,sonarqube,code_smell,squid:S106,Standard outputs should not be used,low,code_smell,resolved,SONAR-67,src/utils.js,87,2025-10-05T17:17:47.167Z,2025-10-06T03:00:14.668Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#167""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,375414a,sonarqube,vulnerability,squid:S2076,OS Command injection medium,critical,vulnerability,resolved,SONAR-68,src/index.ts,88,2025-10-10T04:02:52.000Z,2025-10-05T05:06:20.628Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#168""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,1ccf5d2,eslint,code_smell,squid:S106,Standard outputs should not be used,medium,code_smell,resolved,LINT-69,src/app.js,89,2025-10-09T01:00:12.532Z,2025-10-09T12:35:43.012Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#169""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,develop,2d94798,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,open,SONAR-70,src/utils.js,90,2025-10-11T00:19:04.329Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#170""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,21b1ad2,eslint,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,open,LINT-71,src/utils.js,91,2025-10-06T11:03:31.365Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#171""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,190f71d,semgrep,vulnerability,squid:S2076,OS Command injection medium,low,vulnerability,open,LINT-72,src/controller.js,92,2025-10-05T16:14:20.677Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#172""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,4c5cbdb,sonarqube,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,critical,bug,resolved,SONAR-73,src/controller.js,93,2025-10-06T04:02:12.661Z,2025-10-10T08:09:24.238Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#173""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,release,01011fb,eslint,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,open,LINT-74,src/controller.js,94,2025-10-06T15:32:24.455Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#174""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,0669c79,sonarqube,code_smell,squid:S106,Standard outputs should not be used,low,code_smell,resolved,SONAR-75,src/utils.js,95,2025-10-08T19:02:06.191Z,2025-10-07T15:19:46.445Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#175""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,main,7989662,sonarqube,vulnerability,squid:S2076,OS Command injection medium,critical,vulnerability,open,SONAR-76,src/utils.js,96,2025-10-10T08:34:08.338Z,,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#176""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,release,5bc4d7c,semgrep,vulnerability,squid:S2076,OS Command injection medium,high,vulnerability,open,LINT-77,src/utils.js,97,2025-10-09T09:18:45.467Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#177""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,921d9a0,semgrep,vulnerability,squid:S2076,OS Command injection medium,critical,vulnerability,open,LINT-78,src/app.js,98,2025-10-07T14:18:36.237Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#178""}"
64fa1a2b3c4d5e6f7a8b9c0d,auth-service,github.com/org/auth-service,main,637997d,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,high,bug,resolved,LINT-79,src/utils.js,99,2025-10-04T12:00:38.466Z,2025-10-06T17:06:34.127Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#179""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,687da74,eslint,vulnerability,squid:S2076,OS Command injection medium,medium,vulnerability,open,LINT-80,src/app.js,100,2025-10-05T04:59:32.801Z,,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#180""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,f64d226,sonarqube,code_smell,squid:S106,Standard outputs should not be used,critical,code_smell,resolved,SONAR-81,src/index.ts,101,2025-10-06T21:59:42.255Z,2025-10-05T08:00:39.877Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#181""}"
64fa1a2b3c4d5e6f7a8b9c0d,inventory-service,github.com/org/inventory-service,release,e7991c1,eslint,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,critical,bug,open,LINT-82,src/app.js,102,2025-10-09T14:10:53.800Z,,"[""auto"",""sample""]",secops,"{""pipeline"":""ci#182""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,main,48b4996,eslint,code_smell,squid:S106,Standard outputs should not be used,medium,code_smell,resolved,LINT-83,src/index.ts,103,2025-10-04T09:08:16.180Z,2025-10-05T16:58:05.528Z,"[""auto"",""sample""]",app-team,"{""pipeline"":""ci#183""}"
64fa1a2b3c4d5e6f7a8b9c0d,billing-service,github.com/org/billing-service,develop,dd3582e,semgrep,bug,eslint:no-unsafe-assignment,Unsafe assignment from any,critical,bug,resolved,LINT-84,src/utils.js,104,2025-10-05T21:56:44.653Z,2025-10-04T18:51:08.180Z,"[""auto"",""sample""]",platform,"{""pipeline"":""ci#184""}"
